STATE,YEAR,MONTH,TYPE,DAMAGE
NEW YORK,2006,December,Extreme Heat/Cold,3.00K
NEW YORK,2006,December,Extreme Heat/Cold,3.00K
NEW YORK,2006,February,Extreme Heat/Cold,2K
VERMONT,2006,February,Extreme Heat/Cold,2K
VERMONT,2006,January,Extreme Heat/Cold,2K
NEW YORK,2006,February,Extreme Heat/Cold,2K
VERMONT,2006,February,Extreme Heat/Cold,2K
NEW YORK,2006,February,Extreme Heat/Cold,2K
NEW YORK,2006,February,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
ILLINOIS,2006,March,Extreme Heat/Cold,2K
ILLINOIS,2006,March,Extreme Heat/Cold,2K
ILLINOIS,2006,March,Extreme Heat/Cold,2K
ILLINOIS,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
ILLINOIS,2006,March,Extreme Heat/Cold,2K
NEW YORK,2006,March,Extreme Heat/Cold,2K
VERMONT,2006,March,Extreme Heat/Cold,2K
ILLINOIS,2006,March,Extreme Heat/Cold,2K
MISSOURI,2006,March,Extreme Heat/Cold,2K
MISSOURI,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
NEW YORK,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
IOWA,2006,March,Extreme Heat/Cold,2K
VERMONT,2006,February,Extreme Heat/Cold,25K
NEBRASKA,2006,November,Extreme Heat/Cold,20.00K
NEBRASKA,2006,November,Extreme Heat/Cold,20.00K
NEBRASKA,2006,November,Extreme Heat/Cold,20.00K
TEXAS,2006,December,Extreme Heat/Cold,20.00K
ILLINOIS,2006,January,Extreme Heat/Cold,2.5K
TEXAS,2006,November,Extreme Heat/Cold,2.00K
NEW YORK,2006,December,Extreme Heat/Cold,2.00K
NEW YORK,2006,December,Extreme Heat/Cold,2.00K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
ILLINOIS,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
IOWA,2006,February,Extreme Heat/Cold,1K
NEW YORK,2006,March,Extreme Heat/Cold,1K
VERMONT,2006,February,Extreme Heat/Cold,15K
VERMONT,2006,January,Extreme Heat/Cold,15K
VERMONT,2006,February,Extreme Heat/Cold,15K
VERMONT,2006,February,Extreme Heat/Cold,15K
NORTH DAKOTA,2006,January,Extreme Heat/Cold,15K
VERMONT,2006,February,Extreme Heat/Cold,15K
TEXAS,2006,December,Extreme Heat/Cold,15.00K
NORTH DAKOTA,2006,October,Extreme Heat/Cold,15.00K
ALASKA,2006,February,Extreme Heat/Cold,10K
NEW YORK,2006,February,Extreme Heat/Cold,10K
MASSACHUSETTS,2006,January,Extreme Heat/Cold,10K
VERMONT,2006,January,Extreme Heat/Cold,10K
NEW YORK,2006,January,Extreme Heat/Cold,10K
VERMONT,2006,January,Extreme Heat/Cold,10K
VERMONT,2006,January,Extreme Heat/Cold,10K
VERMONT,2006,February,Extreme Heat/Cold,10K
MASSACHUSETTS,2006,January,Extreme Heat/Cold,10K
VERMONT,2006,February,Extreme Heat/Cold,10K
VERMONT,2006,January,Extreme Heat/Cold,10K
VERMONT,2006,January,Extreme Heat/Cold,10K
MASSACHUSETTS,2006,January,Extreme Heat/Cold,10K
MASSACHUSETTS,2006,January,Extreme Heat/Cold,10K
VERMONT,2006,January,Extreme Heat/Cold,10K
MASSACHUSETTS,2006,February,Extreme Heat/Cold,100K
MICHIGAN,2006,November,Extreme Heat/Cold,10.00K
MICHIGAN,2006,November,Extreme Heat/Cold,10.00K
VERMONT,2006,December,Extreme Heat/Cold,10.00K
VERMONT,2006,December,Extreme Heat/Cold,10.00K
VERMONT,2006,December,Extreme Heat/Cold,10.00K
VERMONT,2006,December,Extreme Heat/Cold,10.00K
NEW YORK,2006,October,Extreme Heat/Cold,10.00K
VERMONT,2006,October,Extreme Heat/Cold,10.00K
TEXAS,2006,November,Extreme Heat/Cold,1.00K
TEXAS,2007,January,Extreme Heat/Cold,8.00K
TEXAS,2007,February,Extreme Heat/Cold,75.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,50.00K
TEXAS,2007,December,Extreme Heat/Cold,50.00K
WISCONSIN,2007,December,Extreme Heat/Cold,50.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
NEW YORK,2007,February,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
OKLAHOMA,2007,November,Extreme Heat/Cold,5.00K
PENNSYLVANIA,2007,November,Extreme Heat/Cold,5.00K
PENNSYLVANIA,2007,November,Extreme Heat/Cold,5.00K
PENNSYLVANIA,2007,November,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,December,Extreme Heat/Cold,5.00K
PENNSYLVANIA,2007,November,Extreme Heat/Cold,5.00K
PENNSYLVANIA,2007,November,Extreme Heat/Cold,5.00K
PENNSYLVANIA,2007,November,Extreme Heat/Cold,5.00K
OKLAHOMA,2007,December,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
TEXAS,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
NEW YORK,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,January,Extreme Heat/Cold,5.00K
VERMONT,2007,February,Extreme Heat/Cold,5.00K
VERMONT,2007,February,Extreme Heat/Cold,5.00K
VERMONT,2007,February,Extreme Heat/Cold,5.00K
KANSAS,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,March,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
NEW YORK,2007,March,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
VERMONT,2007,April,Extreme Heat/Cold,5.00K
TEXAS,2007,December,Extreme Heat/Cold,400.00K
MICHIGAN,2007,January,Extreme Heat/Cold,40.00K
NEW YORK,2007,March,Extreme Heat/Cold,4.00K
TEXAS,2007,November,Extreme Heat/Cold,35.00K
TEXAS,2007,April,Extreme Heat/Cold,35.00K
TEXAS,2007,April,Extreme Heat/Cold,300.00K
OHIO,2007,December,Extreme Heat/Cold,300.00K
WISCONSIN,2007,March,Extreme Heat/Cold,300.00K
TEXAS,2007,January,Extreme Heat/Cold,30.00K
NEW HAMPSHIRE,2007,December,Extreme Heat/Cold,30.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,30.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,30.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,30.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,30.00K
TEXAS,2007,January,Extreme Heat/Cold,30.00K
NEW YORK,2007,February,Extreme Heat/Cold,3.00K
NEW YORK,2007,February,Extreme Heat/Cold,3.00K
NEW YORK,2007,February,Extreme Heat/Cold,3.00K
NEW YORK,2007,February,Extreme Heat/Cold,3.00K
KANSAS,2007,April,Extreme Heat/Cold,3.00K
NEW YORK,2007,December,Extreme Heat/Cold,3.00K
NEW YORK,2007,December,Extreme Heat/Cold,3.00K
NEW YORK,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
NEW YORK,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
NEW YORK,2007,December,Extreme Heat/Cold,3.00K
OKLAHOMA,2007,December,Extreme Heat/Cold,3.00K
NEW YORK,2007,January,Extreme Heat/Cold,3.00K
VERMONT,2007,January,Extreme Heat/Cold,3.00K
VERMONT,2007,January,Extreme Heat/Cold,3.00K
VERMONT,2007,January,Extreme Heat/Cold,3.00K
NEW YORK,2007,January,Extreme Heat/Cold,3.00K
VERMONT,2007,January,Extreme Heat/Cold,3.00K
VERMONT,2007,January,Extreme Heat/Cold,3.00K
VERMONT,2007,January,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
VERMONT,2007,December,Extreme Heat/Cold,3.00K
VIRGINIA,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,February,Extreme Heat/Cold,3.00K
VERMONT,2007,March,Extreme Heat/Cold,3.00K
NEW YORK,2007,March,Extreme Heat/Cold,3.00K
NEW YORK,2007,March,Extreme Heat/Cold,3.00K
NEW YORK,2007,March,Extreme Heat/Cold,3.00K
NEW YORK,2007,March,Extreme Heat/Cold,3.00K
TEXAS,2007,February,Extreme Heat/Cold,250.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
TEXAS,2007,January,Extreme Heat/Cold,20.00K
TEXAS,2007,January,Extreme Heat/Cold,20.00K
VERMONT,2007,April,Extreme Heat/Cold,20.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,20.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,February,Extreme Heat/Cold,2.00K
NEW YORK,2007,February,Extreme Heat/Cold,2.00K
NEW YORK,2007,February,Extreme Heat/Cold,2.00K
NEW YORK,2007,February,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
OKLAHOMA,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
NEW YORK,2007,January,Extreme Heat/Cold,2.00K
NEW YORK,2007,January,Extreme Heat/Cold,2.00K
NEW YORK,2007,January,Extreme Heat/Cold,2.00K
NEW YORK,2007,January,Extreme Heat/Cold,2.00K
NEW YORK,2007,January,Extreme Heat/Cold,2.00K
NEW YORK,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
NEW YORK,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,January,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
NEW YORK,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,December,Extreme Heat/Cold,2.00K
VERMONT,2007,February,Extreme Heat/Cold,2.00K
VERMONT,2007,February,Extreme Heat/Cold,2.00K
VERMONT,2007,February,Extreme Heat/Cold,2.00K
VERMONT,2007,February,Extreme Heat/Cold,2.00K
VERMONT,2007,March,Extreme Heat/Cold,2.00K
NEW YORK,2007,March,Extreme Heat/Cold,2.00K
NEW YORK,2007,March,Extreme Heat/Cold,2.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,15.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,15.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,15.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,15.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,15.00K
COLORADO,2007,December,Extreme Heat/Cold,15.00K
TEXAS,2007,February,Extreme Heat/Cold,15.00K
WISCONSIN,2007,December,Extreme Heat/Cold,15.00K
VERMONT,2007,April,Extreme Heat/Cold,15.00K
WASHINGTON,2007,May,Extreme Heat/Cold,11.00K
TEXAS,2007,February,Extreme Heat/Cold,100.00K
WASHINGTON,2007,February,Extreme Heat/Cold,100.00K
VIRGINIA,2007,December,Extreme Heat/Cold,10.00K
NORTH CAROLINA,2007,December,Extreme Heat/Cold,10.00K
VERMONT,2007,April,Extreme Heat/Cold,10.00K
TEXAS,2007,February,Extreme Heat/Cold,10.00K
OKLAHOMA,2007,December,Extreme Heat/Cold,10.00K
OKLAHOMA,2007,December,Extreme Heat/Cold,10.00K
OKLAHOMA,2007,December,Extreme Heat/Cold,10.00K
TEXAS,2007,February,Extreme Heat/Cold,10.00K
KANSAS,2007,April,Extreme Heat/Cold,10.00K
VERMONT,2007,April,Extreme Heat/Cold,10.00K
VERMONT,2007,April,Extreme Heat/Cold,10.00K
VERMONT,2007,April,Extreme Heat/Cold,10.00K
VERMONT,2007,April,Extreme Heat/Cold,10.00K
TEXAS,2007,December,Extreme Heat/Cold,1.20M
COLORADO,2007,October,Extreme Heat/Cold,1.00K
TEXAS,2008,December,Extreme Heat/Cold,920.00K
TEXAS,2008,January,Extreme Heat/Cold,800.00K
TEXAS,2008,December,Extreme Heat/Cold,80.00K
KENTUCKY,2008,December,Extreme Heat/Cold,80.00K
KENTUCKY,2008,December,Extreme Heat/Cold,8.00K
KANSAS,2008,December,Extreme Heat/Cold,8.00K
TEXAS,2008,March,Extreme Heat/Cold,75.00K
NEW YORK,2008,February,Extreme Heat/Cold,500.00K
WISCONSIN,2008,December,Extreme Heat/Cold,50.00K
TEXAS,2008,January,Extreme Heat/Cold,50.00K
TEXAS,2008,March,Extreme Heat/Cold,50.00K
TEXAS,2008,March,Extreme Heat/Cold,50.00K
NEW YORK,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,February,Extreme Heat/Cold,5.00K
VERMONT,2008,February,Extreme Heat/Cold,5.00K
VERMONT,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
VERMONT,2008,February,Extreme Heat/Cold,5.00K
VERMONT,2008,February,Extreme Heat/Cold,5.00K
VERMONT,2008,February,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
CALIFORNIA,2008,May,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,February,Extreme Heat/Cold,5.00K
NEW YORK,2008,March,Extreme Heat/Cold,5.00K
NEW YORK,2008,March,Extreme Heat/Cold,5.00K
VERMONT,2008,March,Extreme Heat/Cold,5.00K
VERMONT,2008,March,Extreme Heat/Cold,5.00K
VERMONT,2008,March,Extreme Heat/Cold,5.00K
VERMONT,2008,March,Extreme Heat/Cold,5.00K
NEW YORK,2008,March,Extreme Heat/Cold,5.00K
NEW YORK,2008,March,Extreme Heat/Cold,5.00K
NEW YORK,2008,March,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,October,Extreme Heat/Cold,5.00K
VERMONT,2008,October,Extreme Heat/Cold,5.00K
VERMONT,2008,October,Extreme Heat/Cold,5.00K
VERMONT,2008,October,Extreme Heat/Cold,5.00K
VERMONT,2008,November,Extreme Heat/Cold,5.00K
VERMONT,2008,November,Extreme Heat/Cold,5.00K
VERMONT,2008,November,Extreme Heat/Cold,5.00K
VERMONT,2008,November,Extreme Heat/Cold,5.00K
VERMONT,2008,November,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
NEW YORK,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,December,Extreme Heat/Cold,5.00K
KANSAS,2008,December,Extreme Heat/Cold,5.00K
KANSAS,2008,December,Extreme Heat/Cold,5.00K
KENTUCKY,2008,December,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
VERMONT,2008,January,Extreme Heat/Cold,5.00K
